actor_name,movies,revenues,costs,gross_profit,return,count
Nikolaj Lie Kaas,[https://en.wikipedia.org/wiki/Angels_%26_Demons_(film)],485900000,150000000,92950000,0.619666667,1
Jake La Botz,[https://en.wikipedia.org/wiki/Rambo_(2008_film)],113200000,50000000,6600000,0.132,1
James Blackwell,[https://en.wikipedia.org/wiki/Facing_the_Giants],10243159,100000,5021579.5,50.215795,1
Lisa Spoonhauer,[https://en.wikipedia.org/wiki/Clerks],3200000,27575,1572425,57.02357208,1
R. A. Mihailoff,[https://en.wikipedia.org/wiki/Hatchet_II],0,0,0,,1
David Spade,"[https://en.wikipedia.org/wiki/Dickie_Roberts:_Former_Child_Star, https://en.wikipedia.org/wiki/Grown_Ups_(2010_film), https://en.wikipedia.org/wiki/Grown_Ups_(film), https://en.wikipedia.org/wiki/Grown_Ups_2, https://en.wikipedia.org/wiki/Hotel_Transylvania, https://en.wikipedia.org/wiki/Joe_Dirt, https://en.wikipedia.org/wiki/Racing_Stripes, https://en.wikipedia.org/wiki/The_Benchwarmers, https://en.wikipedia.org/wiki/The_Emperor%27s_New_Groove]",1528100000,522700000,241350000,0.461737134,9
Jeffrey Skilling,[https://en.wikipedia.org/wiki/Enron:_The_Smartest_Guys_in_the_Room],4900000,700000,1750000,2.5,1
Joe Viterelli,"[https://en.wikipedia.org/wiki/Analyze_That, https://en.wikipedia.org/wiki/Analyze_This, https://en.wikipedia.org/wiki/See_Spot_Run]",274960657,156000000,-18519671.5,-0.118715843,3
Sam Elliott,"[https://en.wikipedia.org/wiki/Barnyard_(film), https://en.wikipedia.org/wiki/Did_You_Hear_About_the_Morgans%3F, https://en.wikipedia.org/wiki/Draft_Day, https://en.wikipedia.org/wiki/Ghost_Rider_(2007_film), https://en.wikipedia.org/wiki/Hulk_(film), https://en.wikipedia.org/wiki/Thank_You_for_Smoking_(film), https://en.wikipedia.org/wiki/The_Contender_(2000_film), https://en.wikipedia.org/wiki/The_Golden_Compass_(film), https://en.wikipedia.org/wiki/The_Good_Dinosaur, https://en.wikipedia.org/wiki/We_Were_Soldiers]",1585922595,841000000,-48038702.5,-0.05712093,10
Gloria Foster,[https://en.wikipedia.org/wiki/The_Matrix_Reloaded],742100000,127000000,244050000,1.921653543,1
Brian Boland,[https://en.wikipedia.org/wiki/Paranormal_Activity_2],177500000,3000000,85750000,28.58333333,1
Chris Massoglia,"[https://en.wikipedia.org/wiki/Cirque_du_Freak:_The_Vampire%27s_Assistant, https://en.wikipedia.org/wiki/The_Hole_(2009_film)]",49594898,52000000,-27202551,-0.523125981,2
Roxane Mesquida,"[https://en.wikipedia.org/wiki/Kaboom_(film), https://en.wikipedia.org/wiki/Kiss_of_the_Damned]",0,0,0,,2
Miguel Angel Suarez,[https://en.wikipedia.org/wiki/Under_Suspicion_(2000_film)],260562,25000000,-24869719,-0.99478876,1
Thandie Newton,"[https://en.wikipedia.org/wiki/2012_(film), https://en.wikipedia.org/wiki/Crash_(2004_film), https://en.wikipedia.org/wiki/For_Colored_Girls, https://en.wikipedia.org/wiki/Good_Deeds, https://en.wikipedia.org/wiki/Mission:_Impossible_II, https://en.wikipedia.org/wiki/Norbit, https://en.wikipedia.org/wiki/The_Chronicles_of_Riddick, https://en.wikipedia.org/wiki/The_Pursuit_of_Happyness, https://en.wikipedia.org/wiki/The_Truth_About_Charlie, https://en.wikipedia.org/wiki/W._(film)]",2106900000,671600000,381850000,0.5685676,10
Eriq La Salle,[https://en.wikipedia.org/wiki/One_Hour_Photo],52200000,12000000,14100000,1.175,1
Christina Milian,"[https://en.wikipedia.org/wiki/Baggage_Claim_(film), https://en.wikipedia.org/wiki/Be_Cool, https://en.wikipedia.org/wiki/Love_Don%27t_Cost_a_Thing_(film), https://en.wikipedia.org/wiki/Pulse_(2006_film)]",147564194,82000000,-8217903,-0.100218329,4
Jay Leno,[https://en.wikipedia.org/wiki/Igor_(film)],30700000,25000000,-9650000,-0.386,1
Emma Stone,"[https://en.wikipedia.org/wiki/Aloha_(film), https://en.wikipedia.org/wiki/Crazy,_Stupid,_Love., https://en.wikipedia.org/wiki/Easy_A, https://en.wikipedia.org/wiki/Gangster_Squad_(film), https://en.wikipedia.org/wiki/Ghosts_of_Girlfriends_Past, https://en.wikipedia.org/wiki/La_La_Land_(film), https://en.wikipedia.org/wiki/Magic_in_the_Moonlight, https://en.wikipedia.org/wiki/Marmaduke_(film), https://en.wikipedia.org/wiki/Movie_43, https://en.wikipedia.org/wiki/Paper_Man_(2009_film), https://en.wikipedia.org/wiki/Superbad_(film), https://en.wikipedia.org/wiki/The_Amazing_Spider-Man_(2012_film), https://en.wikipedia.org/wiki/The_Amazing_Spider-Man_2, https://en.wikipedia.org/wiki/The_Croods, https://en.wikipedia.org/wiki/The_Help_(film), https://en.wikipedia.org/wiki/The_House_Bunny, https://en.wikipedia.org/wiki/The_Rocker_(film), https://en.wikipedia.org/wiki/Zombieland]",3571500000,961400000,824350000,0.857447472,18
Lance Crouther,[https://en.wikipedia.org/wiki/Pootie_Tang],3300000,7000000,-5350000,-0.764285714,1
Stephen Amell,[https://en.wikipedia.org/wiki/Teenage_Mutant_Ninja_Turtles:_Out_of_the_Shadows],245600000,135000000,-12200000,-0.09037037,1
Marley Shelton,"[https://en.wikipedia.org/wiki/Bubble_Boy_(film), https://en.wikipedia.org/wiki/Grindhouse_(film), https://en.wikipedia.org/wiki/Scream_4, https://en.wikipedia.org/wiki/Sugar_%26_Spice, https://en.wikipedia.org/wiki/Uptown_Girls, https://en.wikipedia.org/wiki/Valentine_(film)]",225708947,163000000,-50145526.5,-0.307641267,6
Nate Torrence,"[https://en.wikipedia.org/wiki/She%27s_Out_of_My_League, https://en.wikipedia.org/wiki/Zootopia]",1073800000,170000000,366900000,2.158235294,2
Thelma Ritter,[https://en.wikipedia.org/wiki/Rear_Window],36800000,1000000,17400000,17.4,1
Noomi Rapace,"[https://en.wikipedia.org/wiki/Child_44_(film), https://en.wikipedia.org/wiki/Dead_Man_Down, https://en.wikipedia.org/wiki/Prometheus_(2012_film), https://en.wikipedia.org/wiki/Sherlock_Holmes:_A_Game_of_Shadows]",966900000,275000000,208450000,0.758,4
Ambyr Childers,[https://en.wikipedia.org/wiki/We_Are_What_We_Are_(2013_film)],0,0,0,,1
Robert Ri'chard,[https://en.wikipedia.org/wiki/The_Comebacks],13539154,20000000,-13230423,-0.66152115,1
Stanley Tucci,"[https://en.wikipedia.org/wiki/Burlesque_(2010_musical_film), https://en.wikipedia.org/wiki/Captain_America:_The_First_Avenger, https://en.wikipedia.org/wiki/Easy_A, https://en.wikipedia.org/wiki/Gambit_(2012_film), https://en.wikipedia.org/wiki/Jack_the_Giant_Slayer, https://en.wikipedia.org/wiki/Joe_Gould%27s_Secret_(film), https://en.wikipedia.org/wiki/Julie_%26_Julia, https://en.wikipedia.org/wiki/Kit_Kittredge:_An_American_Girl, https://en.wikipedia.org/wiki/Lucky_Number_Slevin, https://en.wikipedia.org/wiki/Margin_Call_(film), https://en.wikipedia.org/wiki/Percy_Jackson:_Sea_of_Monsters, https://en.wikipedia.org/wiki/Road_to_Perdition, https://en.wikipedia.org/wiki/Shall_We_Dance%3F_(2004_film), https://en.wikipedia.org/wiki/Sidewalks_of_New_York_(2001_film), https://en.wikipedia.org/wiki/Some_Velvet_Morning_(film), https://en.wikipedia.org/wiki/Space_Chimps, https://en.wikipedia.org/wiki/Swing_Vote_(2008_film), https://en.wikipedia.org/wiki/The_Core, https://en.wikipedia.org/wiki/The_Devil_Wears_Prada_(film), https://en.wikipedia.org/wiki/The_Fifth_Estate_(film), https://en.wikipedia.org/wiki/The_Hunger_Games:_Catching_Fire, https://en.wikipedia.org/wiki/The_Hunger_Games:_Mockingjay_%E2%80%93_Part_1, https://en.wikipedia.org/wiki/The_Hunger_Games_(film), https://en.wikipedia.org/wiki/The_Lovely_Bones_(film), https://en.wikipedia.org/wiki/The_Terminal, https://en.wikipedia.org/wiki/Transformers:_Age_of_Extinction, https://en.wikipedia.org/wiki/What_Just_Happened, https://en.wikipedia.org/wiki/Wild_Card_(2015_film)]",5749516612,1624500000,1250258306,0.769626535,28
Maritza Cabrera,[https://en.wikipedia.org/wiki/The_Merry_Gentleman],0,0,0,,1
Michael Bolten,"[https://en.wikipedia.org/wiki/Letters_to_God, https://en.wikipedia.org/wiki/Possibility_Pictures]",5817786,6000000,-3091107,-0.5151845,2
Andrew Caldwell,[https://en.wikipedia.org/wiki/College_(2008_film)],6265483,7000000,-3867258.5,-0.5524655,1
Kevin Chamberlin,[https://en.wikipedia.org/wiki/Suspect_Zero],11416075,27000000,-21291962.5,-0.788591204,1
Wendy Raquel Robinson,"[https://en.wikipedia.org/wiki/35_and_Ticking, https://en.wikipedia.org/wiki/Rebound_(2005_film)]",17500000,33100000,-24350000,-0.735649547,2
Sean Gunn,"[https://en.wikipedia.org/wiki/Super_(2010_American_film), https://en.wikipedia.org/wiki/The_Specials_(film)]",435894,3500000,-3282053,-0.937729429,2
Katey Sagal,[https://en.wikipedia.org/wiki/Pitch_Perfect_2],287500000,29000000,114750000,3.956896552,1
Nelson Vargas,[https://en.wikipedia.org/wiki/The_Game_of_Their_Lives_(2005_film)],388998,13000000,-12805501,-0.985038538,1
Troy Garity,"[https://en.wikipedia.org/wiki/Barbershop_(film), https://en.wikipedia.org/wiki/Barbershop_2:_Back_in_Business, https://en.wikipedia.org/wiki/Sunshine_(2007_film)]",175063924,82000000,5531962,0.067462951,3
Henry Thomas,"[https://en.wikipedia.org/wiki/All_the_Pretty_Horses_(film), https://en.wikipedia.org/wiki/Dear_John_(2010_film), https://en.wikipedia.org/wiki/Gangs_of_New_York, https://en.wikipedia.org/wiki/Ouija:_Origin_of_Evil, https://en.wikipedia.org/wiki/The_Last_Sin_Eater_(film)]",408888390,193200000,11244195,0.058199767,5
Mary Kay Place,"[https://en.wikipedia.org/wiki/City_of_Ember, https://en.wikipedia.org/wiki/Lonesome_Jim, https://en.wikipedia.org/wiki/Nine_Lives_(2005_film), https://en.wikipedia.org/wiki/Smashed_(film), https://en.wikipedia.org/wiki/Sweet_Home_Alabama_(film), https://en.wikipedia.org/wiki/The_Safety_of_Objects, https://en.wikipedia.org/wiki/Youth_in_Revolt_(film)]",220388556,104500000,5694278,0.054490699,7
Cynthia Stevenson,"[https://en.wikipedia.org/wiki/Agent_Cody_Banks, https://en.wikipedia.org/wiki/Agent_Cody_Banks_2:_Destination_London, https://en.wikipedia.org/wiki/Full_of_It, https://en.wikipedia.org/wiki/Happiness_(1998_film)]",90307390,57000000,-11846305,-0.207829912,4
Debra Jo Rupp,"[https://en.wikipedia.org/wiki/Kickin%27_It_Old_Skool, https://en.wikipedia.org/wiki/Teacher%27s_Pet_(2004_film)]",11200000,35700000,-30100000,-0.843137255,2
Riz Ahmed,"[https://en.wikipedia.org/wiki/Jason_Bourne_(film), https://en.wikipedia.org/wiki/Nightcrawler_(film)]",465800000,128500000,104400000,0.812451362,2
Paul Rae,"[https://en.wikipedia.org/wiki/Daddy_Day_Camp, https://en.wikipedia.org/wiki/Texas_Chainsaw_3D]",65400000,21100000,11600000,0.549763033,2
Jackie Earle Haley,"[https://en.wikipedia.org/wiki/A_Nightmare_on_Elm_Street_(2010_film), https://en.wikipedia.org/wiki/All_the_King%27s_Men_(2006_film), https://en.wikipedia.org/wiki/Dark_Shadows_(film), https://en.wikipedia.org/wiki/Fragments_(film), https://en.wikipedia.org/wiki/Little_Children_(film), https://en.wikipedia.org/wiki/London_Has_Fallen, https://en.wikipedia.org/wiki/Parkland_(film), https://en.wikipedia.org/wiki/The_Bad_News_Bears, https://en.wikipedia.org/wiki/The_Birth_of_a_Nation_(2016_film), https://en.wikipedia.org/wiki/Watchmen_(film), https://en.wikipedia.org/wiki/Winged_Creatures_(film)]",837061963,483500000,-64969018.5,-0.134372324,11
Carly Pope,"[https://en.wikipedia.org/wiki/Itty_Bitty_Titty_Committee, https://en.wikipedia.org/wiki/Two_for_the_Money_(film)]",30500000,35000000,-19750000,-0.564285714,2
Rhys Ifans,"[https://en.wikipedia.org/wiki/Greenberg_(film), https://en.wikipedia.org/wiki/Human_Nature_(film), https://en.wikipedia.org/wiki/Little_Nicky, https://en.wikipedia.org/wiki/Nanny_McPhee_Returns, https://en.wikipedia.org/wiki/Passion_Play_(film), https://en.wikipedia.org/wiki/Serena_(2014_film), https://en.wikipedia.org/wiki/Snowden_(film), https://en.wikipedia.org/wiki/The_Amazing_Spider-Man_(2012_film), https://en.wikipedia.org/wiki/The_Five-Year_Engagement]",1011954790,485000000,20977395,0.043252361,9
Richard Crenna,[https://en.wikipedia.org/wiki/Rambo_III],189000000,58000000,36500000,0.629310345,1
Jerry Daugirda,[https://en.wikipedia.org/wiki/Gone_in_60_Seconds_(1974_film)],40000000,150000,19850000,132.3333333,1
Richard T. Jones,"[https://en.wikipedia.org/wiki/Atlas_Shrugged:_Part_II, https://en.wikipedia.org/wiki/Why_Did_I_Get_Married%3F, https://en.wikipedia.org/wiki/Why_Did_I_Get_Married_Too%3F]",63431905,30000000,1715952.5,0.057198417,3
Katherine LaNasa,"[https://en.wikipedia.org/wiki/Jayne_Mansfield%27s_Car, https://en.wikipedia.org/wiki/The_Campaign_(film)]",104900000,95000000,-42550000,-0.447894737,2
Ted Nugent,[https://en.wikipedia.org/wiki/Beer_for_My_Horses_(film)],7587334,24000000,-20206333,-0.841930542,1
Robert Capron,"[https://en.wikipedia.org/wiki/Diary_of_a_Wimpy_Kid:_Dog_Days_(film), https://en.wikipedia.org/wiki/Diary_of_a_Wimpy_Kid:_Rodrick_Rules_(film), https://en.wikipedia.org/wiki/Diary_of_a_Wimpy_Kid_(film), https://en.wikipedia.org/wiki/Jakob_Davies]",297600000,79000000,69800000,0.883544304,4
Jessie T. Usher,[https://en.wikipedia.org/wiki/Independence_Day:_Resurgence],389700000,165000000,29850000,0.180909091,1
Amanda Detmer,"[https://en.wikipedia.org/wiki/Big_Fat_Liar, https://en.wikipedia.org/wiki/Boys_and_Girls_(2000_film), https://en.wikipedia.org/wiki/Saving_Silverman, https://en.wikipedia.org/wiki/The_Majestic_(film), https://en.wikipedia.org/wiki/You,_Me_and_Dupree]",272637321,198000000,-61681339.5,-0.311521917,5
Caity Lotz,[https://en.wikipedia.org/wiki/Battle_of_the_Year_(film)],16500000,20000000,-11750000,-0.5875,1
Ashley Boettcher,[https://en.wikipedia.org/wiki/Aliens_in_the_Attic],57900000,45000000,-16050000,-0.356666667,1
Michael Weston,[https://en.wikipedia.org/wiki/Pathology_(film)],0,0,0,,1
Christopher Walken,"[https://en.wikipedia.org/wiki/A_Late_Quartet, https://en.wikipedia.org/wiki/Balls_of_Fury, https://en.wikipedia.org/wiki/Click_(2006_film), https://en.wikipedia.org/wiki/Domino_(2005_film), https://en.wikipedia.org/wiki/Envy_(2004_film), https://en.wikipedia.org/wiki/Hairspray_(2007_film), https://en.wikipedia.org/wiki/Jersey_Boys_(film), https://en.wikipedia.org/wiki/Joe_Dirt, https://en.wikipedia.org/wiki/Kangaroo_Jack, https://en.wikipedia.org/wiki/Kill_the_Irishman, https://en.wikipedia.org/wiki/Man_of_the_Year_(2006_film), https://en.wikipedia.org/wiki/Man_on_Fire_(2004_film), https://en.wikipedia.org/wiki/Nine_Lives_(2016_film), https://en.wikipedia.org/wiki/Poolhall_Junkies, https://en.wikipedia.org/wiki/Stand_Up_Guys, https://en.wikipedia.org/wiki/The_Affair_of_the_Necklace, https://en.wikipedia.org/wiki/The_Country_Bears, https://en.wikipedia.org/wiki/The_Jungle_Book_(2016_film), https://en.wikipedia.org/wiki/The_Opportunists, https://en.wikipedia.org/wiki/The_Rundown, https://en.wikipedia.org/wiki/The_Stepford_Wives_(2004_film), https://en.wikipedia.org/wiki/Wedding_Crashers]",2341037565,989800000,180718782.5,0.18258111,22
Jamie Anne Allman,[https://en.wikipedia.org/wiki/Any_Day_Now_(2012_film)],0,0,0,,1
Eileen Davidson,[https://en.wikipedia.org/wiki/The_House_on_Sorority_Row],10600000,425000,4875000,11.47058824,1
Cliff Curtis,"[https://en.wikipedia.org/wiki/10,000_BC_(film), https://en.wikipedia.org/wiki/A_Thousand_Words_(film), https://en.wikipedia.org/wiki/Collateral_Damage_(film), https://en.wikipedia.org/wiki/Colombiana_(film), https://en.wikipedia.org/wiki/Fracture_(2007_film), https://en.wikipedia.org/wiki/Risen_(2016_film), https://en.wikipedia.org/wiki/Sunshine_(2007_film), https://en.wikipedia.org/wiki/The_Last_Airbender, https://en.wikipedia.org/wiki/Training_Day]",933400000,520000000,-53300000,-0.1025,9
Clint Howard,[https://en.wikipedia.org/wiki/House_of_the_Dead_(film)],13800000,12000000,-5100000,-0.425,1
Burgess Meredith,"[https://en.wikipedia.org/wiki/Clash_of_the_Titans_(1981_film), https://en.wikipedia.org/wiki/Rocky_V]",160900000,57000000,23450000,0.411403509,2
Tommy Luske,[https://en.wikipedia.org/wiki/Peter_Pan_(1953_film)],87400000,4000000,39700000,9.925,1
Dyllan Christopher,[https://en.wikipedia.org/wiki/Unaccompanied_Minors],21900000,26000000,-15050000,-0.578846154,1
