director_name,movies,revenues,costs,gross_profit,return,count
"Robert RodriguezEthan Maniquis","[https://en.wikipedia.org/wiki/Machete_(film), https://en.wikipedia.org/wiki/Machete_(film)]",88186632,21000000,23093316,1.099681714,2
Mimi Leder,[https://en.wikipedia.org/wiki/Pay_It_Forward_(film)],55700000,40000000,-12150000,-0.30375,1
William Eubank,[https://en.wikipedia.org/wiki/The_Signal_(2014_film)],2420000,4000000,-2790000,-0.6975,1
Ã‰lie Chouraqui,[https://en.wikipedia.org/wiki/Man_on_Fire_(1987_film)],0,0,0,,1
"David PosamentierGeoff Moore",[https://en.wikipedia.org/wiki/Better_Living_Through_Chemistry_(film)],0,0,0,,1
Kim Henkel,[https://en.wikipedia.org/wiki/Texas_Chainsaw_Massacre:_The_Next_Generation],185898,600000,-507051,-0.845085,1
Lara Shapiro,[https://en.wikipedia.org/wiki/Labor_Pains],0,0,0,,1
Christian Duguay,[https://en.wikipedia.org/wiki/The_Art_of_War_(film)],40400000,60000000,-39800000,-0.663333333,1
Zach Braff,"[https://en.wikipedia.org/wiki/Garden_State_(film), https://en.wikipedia.org/wiki/Wish_I_Was_Here]",41325316,8500000,12162658,1.430900941,2
Alex Zamm,[https://en.wikipedia.org/wiki/Beverly_Hills_Chihuahua_2],0,0,0,,1
Jaylen,[https://en.wikipedia.org/wiki/The_Lost_Medallion:_The_Adventures_of_Billy_Stone],705854,2500000,-2147073,-0.8588292,1
Nnegest LikkÃ©,[https://en.wikipedia.org/wiki/Phat_Girlz],7403491,3000000,701745.5,0.233915167,1
Julia Loktev,[https://en.wikipedia.org/wiki/Day_Night_Day_Night],0,0,0,,1
Bob Clark,"[https://en.wikipedia.org/wiki/SuperBabies:_Baby_Geniuses_2, https://en.wikipedia.org/wiki/Baby_Geniuses, https://en.wikipedia.org/wiki/Black_Christmas_(1974_film), https://en.wikipedia.org/wiki/A_Christmas_Story]",69200000,35820000,-1220000,-0.034059185,4
Alfonso Gomez-Rejon,[https://en.wikipedia.org/wiki/Me_and_Earl_and_the_Dying_Girl_(film)],9100000,8000000,-3450000,-0.43125,1
Peter Kosminsky,[https://en.wikipedia.org/wiki/White_Oleander_(film)],21672284,16000000,-5163858,-0.322741125,1
Robert Wise,[https://en.wikipedia.org/wiki/The_Day_the_Earth_Stood_Still_(1951_film)],1850000,995000,-70000,-0.070351759,1
Jean-Pierre Jeunet,"[https://en.wikipedia.org/wiki/Alien_Resurrection, https://en.wikipedia.org/wiki/A_Very_Long_Engagement]",230800000,116600000,-1200000,-0.010291595,2
Ira Sachs,"[https://en.wikipedia.org/wiki/Married_Life_(2007_film), https://en.wikipedia.org/wiki/Love_Is_Strange_(film)]",2843997,12000000,-10578001.5,-0.881500125,2
Jane Campion,[https://en.wikipedia.org/wiki/In_the_Cut],23700000,12000000,-150000,-0.0125,1
Bryan Bertino,[https://en.wikipedia.org/wiki/The_Strangers_(2008_film)],82400000,9000000,32200000,3.577777778,1
Robert Adetuyi,[https://en.wikipedia.org/wiki/Turn_It_Up_(film)],1247949,13000000,-12376025.5,-0.952001962,1
Rodney Evans,[https://en.wikipedia.org/wiki/Brother_to_Brother_(film)],0,0,0,,1
Robert Benton,[https://en.wikipedia.org/wiki/The_Human_Stain_(film)],24863804,30000000,-17568098,-0.585603267,1
"Glenn ChaikaKelvin Lee",[https://en.wikipedia.org/wiki/Thru_the_Moebius_Strip],0,0,0,,1
Anthony Hopkins,[https://en.wikipedia.org/wiki/Slipstream_(2007_film)],0,0,0,,1
Austin Chick,[https://en.wikipedia.org/wiki/August_(2008_film)],12636,3400000,-3393682,-0.998141765,1
Jerry Lewis,[https://en.wikipedia.org/wiki/The_Ladies_Man],0,0,0,,1
Jessy Terrero,[https://en.wikipedia.org/wiki/Soul_Plane],14800000,16000000,-8600000,-0.5375,1
Christopher Guest,"[https://en.wikipedia.org/wiki/Best_in_Show_(film), https://en.wikipedia.org/wiki/A_Mighty_Wind, https://en.wikipedia.org/wiki/For_Your_Consideration_(film)]",45400000,28000000,-5300000,-0.189285714,3
David Frankel,"[https://en.wikipedia.org/wiki/The_Devil_Wears_Prada_(film), https://en.wikipedia.org/wiki/Marley_%26_Me_(film), https://en.wikipedia.org/wiki/The_Big_Year, https://en.wikipedia.org/wiki/Hope_Springs_(2012_film)]",696000000,172000000,176000000,1.023255814,4
Nathan Frankowski,[https://en.wikipedia.org/wiki/Expelled:_No_Intelligence_Allowed],7700000,3500000,350000,0.1,1
Harvey Glazer,[https://en.wikipedia.org/wiki/Kickin%27_It_Old_Skool],4700000,25700000,-23350000,-0.908560311,1
J.B. Rogers,[https://en.wikipedia.org/wiki/Say_It_Isn%27t_So_(film)],12300000,25000000,-18850000,-0.754,1
Frederik Du Chau,"[https://en.wikipedia.org/wiki/Racing_Stripes, https://en.wikipedia.org/wiki/Underdog_(film)]",156100000,55000000,23050000,0.419090909,2
Ã‰ric Rohmer,[https://en.wikipedia.org/wiki/Love_in_the_Afternoon_(1972_film)],0,0,0,,1
Stephen T. Kay,[https://en.wikipedia.org/wiki/Boogeyman_(film)],67000000,20000000,13500000,0.675,1
Jane Anderson,"[https://en.wikipedia.org/wiki/The_Prize_Winner_of_Defiance,_Ohio]",689028,12000000,-11655486,-0.9712905,1
Michael Winterbottom,"[https://en.wikipedia.org/wiki/A_Mighty_Heart_(film), https://en.wikipedia.org/wiki/The_Killer_Inside_Me_(2010_film)]",22912849,29000000,-17543575.5,-0.604950879,2
Matt Orlando,[https://en.wikipedia.org/wiki/A_Resurrection_(film)],10730,5000000,-4994635,-0.998927,1
"Hironobu SakaguchiCo-director:Motonori Sakakibara",[https://en.wikipedia.org/wiki/Final_Fantasy:_The_Spirits_Within],85100000,137000000,-94450000,-0.689416058,1
Abdul Malik Abbott,[https://en.wikipedia.org/wiki/State_Property_(film)],0,0,0,,1
Nick Hamm,[https://en.wikipedia.org/wiki/Godsend_(2004_film)],30114487,25000000,-9942756.5,-0.39771026,1
Gregor Jordan,"[https://en.wikipedia.org/wiki/Buffalo_Soldiers_(2001_film), https://en.wikipedia.org/wiki/The_Informers_(2008_film)]",2682858,33000000,-31658571,-0.959350636,2
Floria Sigismondi,[https://en.wikipedia.org/wiki/The_Runaways_(film)],4681651,10000000,-7659174.5,-0.76591745,1
"Chris WilliamsByron Howard",[https://en.wikipedia.org/wiki/Bolt_(2008_film)],310000000,150000000,5000000,0.033333333,1
Morgan Spurlock,"[https://en.wikipedia.org/wiki/Super_Size_Me, https://en.wikipedia.org/wiki/The_Greatest_Movie_Ever_Sold, https://en.wikipedia.org/wiki/One_Direction:_This_Is_Us]",91400000,11565000,34135000,2.951578037,3
Peter Ramsey,[https://en.wikipedia.org/wiki/Rise_of_the_Guardians],306900000,145000000,8450000,0.058275862,1
Charlie McDowell,[https://en.wikipedia.org/wiki/The_One_I_Love_(film)],0,0,0,,1
John Frankenheimer,[https://en.wikipedia.org/wiki/Reindeer_Games],32168970,42000000,-25915515,-0.617036071,1
Sylvester Stallone,"[https://en.wikipedia.org/wiki/Rocky_Balboa_(film), https://en.wikipedia.org/wiki/Rambo_(2008_film), https://en.wikipedia.org/wiki/The_Expendables_(2010_film), https://en.wikipedia.org/wiki/The_Expendables_(2010_film)]",817921132,238000000,170960566,0.718321706,4
Peter Hedges,"[https://en.wikipedia.org/wiki/Pieces_of_April, https://en.wikipedia.org/wiki/Dan_in_Real_Life, https://en.wikipedia.org/wiki/The_Odd_Life_of_Timothy_Green]",127672028,50300000,13536014,0.269105646,3
Mikael HÃ¥fstrÃ¶m,"[https://en.wikipedia.org/wiki/Derailed_(2005_film), https://en.wikipedia.org/wiki/1408_(film), https://en.wikipedia.org/wiki/The_Rite_(2011_film), https://en.wikipedia.org/wiki/Escape_Plan_(film)]",422800000,134000000,77400000,0.57761194,4
Don Mancini,[https://en.wikipedia.org/wiki/Seed_of_Chucky],24800000,12000000,400000,0.033333333,1
Kevin Bray,"[https://en.wikipedia.org/wiki/All_About_the_Benjamins, https://en.wikipedia.org/wiki/Walking_Tall_(2004_film), https://en.wikipedia.org/wiki/Walking_Tall_(2004_film)]",140754313,107000000,-36622843.5,-0.342269565,3
Phil Nibbelink,[https://en.wikipedia.org/wiki/Romeo_%26_Juliet:_Sealed_with_a_Kiss],463002,2000000,-1768499,-0.8842495,1
Alex Kurtzman,[https://en.wikipedia.org/wiki/People_Like_Us_(film)],12600000,16000000,-9700000,-0.60625,1
"Jeff SchafferUncredited:Alec BergDavid Mandel",[https://en.wikipedia.org/wiki/EuroTrip],20796847,25000000,-14601576.5,-0.58406306,1
John Roecker,[https://en.wikipedia.org/wiki/Live_Freaky!_Die_Freaky!],0,0,0,,1
John Hoffman,[https://en.wikipedia.org/wiki/Good_Boy!],45300000,18000000,4650000,0.258333333,1
Eli Roth,"[https://en.wikipedia.org/wiki/Cabin_Fever_(2002_film), https://en.wikipedia.org/wiki/Hostel_(2005_film), https://en.wikipedia.org/wiki/Hostel:_Part_II, https://en.wikipedia.org/wiki/Hostel_(2005_film), https://en.wikipedia.org/wiki/The_Green_Inferno_(film)]",240100000,26300000,93750000,3.564638783,5
E. L. Katz,[https://en.wikipedia.org/wiki/Cheap_Thrills_(film)],59424,100000,-70288,-0.70288,1
Mukunda Michael Dewil,[https://en.wikipedia.org/wiki/Vehicle_19],0,0,0,,1
Michael Tully,[https://en.wikipedia.org/wiki/Ping_Pong_Summer],52909,1000000,-973545.5,-0.9735455,1
Darnell Martin,[https://en.wikipedia.org/wiki/Cadillac_Records],8880045,12000000,-7559977.5,-0.629998125,1
"Akiva SchafferJorma Taccone",[https://en.wikipedia.org/wiki/Popstar:_Never_Stop_Never_Stopping],9500000,20000000,-15250000,-0.7625,1
Ron Underwood,"[https://en.wikipedia.org/wiki/The_Adventures_of_Pluto_Nash, https://en.wikipedia.org/wiki/In_the_Mix_(film)]",7100000,100000000,-96450000,-0.9645,2
David M. Rosenthal,"[https://en.wikipedia.org/wiki/Janie_Jones_(film), https://en.wikipedia.org/wiki/A_Single_Shot]",0,0,0,,2
Stewart Hendler,"[https://en.wikipedia.org/wiki/Whisper_(film), https://en.wikipedia.org/wiki/Sorority_Row, https://en.wikipedia.org/wiki/Max_Steel_(film)]",38785197,34500000,-15107401.5,-0.437895696,3
Jan de Bont,[https://en.wikipedia.org/wiki/Lara_Croft_Tomb_Raider:_The_Cradle_of_Life],156500000,95000000,-16750000,-0.176315789,1
Marco Schnabel,[https://en.wikipedia.org/wiki/The_Love_Guru],40900000,62000000,-41550000,-0.67016129,1
Rick de Oliveira,[https://en.wikipedia.org/wiki/The_Real_Cancun],5300000,7500000,-4850000,-0.646666667,1
Chazz Palminteri,[https://en.wikipedia.org/wiki/Noel_(film)],0,0,0,,1
Robert Schwentke,"[https://en.wikipedia.org/wiki/Flightplan, https://en.wikipedia.org/wiki/The_Time_Traveler%27s_Wife_(film), https://en.wikipedia.org/wiki/Red_(2010_film), https://en.wikipedia.org/wiki/RED_(film), https://en.wikipedia.org/wiki/R.I.P.D., https://en.wikipedia.org/wiki/The_Divergent_Series:_Insurgent, https://en.wikipedia.org/wiki/The_Divergent_Series:_Allegiant]",1277500000,528400000,110350000,0.208838002,7
Rob Pritts,[https://en.wikipedia.org/wiki/Corky_Romano],23900000,11000000,950000,0.086363636,1
John Schlesinger,[https://en.wikipedia.org/wiki/The_Next_Best_Thing],24362772,25000000,-12818614,-0.51274456,1
"Don HahnPixote HuntHendel ButoyEric GoldbergJames AlgarFrancis GlebasPaul and GaÃ«tan Brizzi","[https://en.wikipedia.org/wiki/Fantasia_2000, https://en.wikipedia.org/wiki/Fantasia_2000#Credits]",181800000,160000000,-69100000,-0.431875,2
Tony Gilroy,"[https://en.wikipedia.org/wiki/Michael_Clayton_(film), https://en.wikipedia.org/wiki/Duplicity_(film), https://en.wikipedia.org/wiki/The_Bourne_Legacy_(film)]",447100000,210000000,13550000,0.06452381,3
John Waters,"[https://en.wikipedia.org/wiki/Cecil_B._Demented, https://en.wikipedia.org/wiki/A_Dirty_Shame, https://en.wikipedia.org/wiki/Hairspray_(1988_film)]",12200000,27000000,-20900000,-0.774074074,3
Patrick Hughes,[https://en.wikipedia.org/wiki/The_Expendables_3],214600000,90000000,17300000,0.192222222,1
John Pasquin,"[https://en.wikipedia.org/wiki/Joe_Somebody, https://en.wikipedia.org/wiki/Miss_Congeniality_2:_Armed_and_Fabulous]",125910341,98000000,-35044829.5,-0.357600301,2
Roman Polanski,[https://en.wikipedia.org/wiki/Carnage_(2011_film)],27600000,25000000,-11200000,-0.448,1
"Simon J. SmithSteve Hickner",[https://en.wikipedia.org/wiki/Bee_Movie],287600000,150000000,-6200000,-0.041333333,1
Mike Mitchell[1],[https://en.wikipedia.org/wiki/Alvin_and_the_Chipmunks:_Chipwrecked],342700000,80000000,91350000,1.141875,1
David Brooks,[https://en.wikipedia.org/wiki/ATM_(2012_film)],1000000,3000000,-2500000,-0.833333333,1
Jim Gillespie,[https://en.wikipedia.org/wiki/Venom_(2005_film)],0,0,0,,1
Mark Pellington,"[https://en.wikipedia.org/wiki/The_Mothman_Prophecies_(film), https://en.wikipedia.org/wiki/Henry_Poole_Is_Here]",55100000,32000000,-4450000,-0.1390625,2
"Norton VirgienJohn Eng",[https://en.wikipedia.org/wiki/Rugrats_Go_Wild],55400000,25000000,2700000,0.108,1
"Fatih AkinYvan AttalRandall BalsmeyerAllen HughesShunji IwaiJiang WenShekhar KapurJoshua MarstonMira NairNatalie PortmanBrett Ratner","[https://en.wikipedia.org/wiki/New_York,_I_Love_You]",0,0,0,,1
Sam Peckinpah,[https://en.wikipedia.org/wiki/Straw_Dogs_(1971_film)],8000000,2200000,1800000,0.818181818,1
Don Roos,"[https://en.wikipedia.org/wiki/Bounce_(film), https://en.wikipedia.org/wiki/Happy_Endings_(film)]",53425292,35000000,-8287354,-0.236781543,2
Michael Lehmann,"[https://en.wikipedia.org/wiki/40_Days_and_40_Nights, https://en.wikipedia.org/wiki/Because_I_Said_So_(film)]",164585490,56000000,26292745,0.469513304,2
Tyler Perry,"[https://en.wikipedia.org/wiki/Madea%27s_Family_Reunion, https://en.wikipedia.org/wiki/Daddy%27s_Little_Girls, https://en.wikipedia.org/wiki/Why_Did_I_Get_Married%3F, https://en.wikipedia.org/wiki/The_Family_That_Preys, https://en.wikipedia.org/wiki/Meet_the_Browns_(film), https://en.wikipedia.org/wiki/I_Can_Do_Bad_All_By_Myself_(film), https://en.wikipedia.org/wiki/Madea_Goes_to_Jail_(film), https://en.wikipedia.org/wiki/Madea_Goes_to_Jail, https://en.wikipedia.org/wiki/For_Colored_Girls, https://en.wikipedia.org/wiki/Why_Did_I_Get_Married_Too%3F, https://en.wikipedia.org/wiki/Why_Did_I_Get_Married%3F, https://en.wikipedia.org/wiki/Madea%27s_Big_Happy_Family_(film), https://en.wikipedia.org/wiki/Good_Deeds, https://en.wikipedia.org/wiki/Madea%27s_Witness_Protection, https://en.wikipedia.org/wiki/A_Madea_Christmas_(film), https://en.wikipedia.org/wiki/Temptation:_Confessions_of_a_Marriage_Counselor, https://en.wikipedia.org/wiki/The_Single_Moms_Club, https://en.wikipedia.org/wiki/Boo!_A_Madea_Halloween]",737283120,233000000,135641560,0.582152618,18
"Heidi EwingRachel Grady",[https://en.wikipedia.org/wiki/Jesus_Camp],0,0,0,,1
Martin McDonagh,[https://en.wikipedia.org/wiki/In_Bruges],34500000,15000000,2250000,0.15,1
"Henry Alex RubinDana Adam Shapiro",[https://en.wikipedia.org/wiki/Murderball_(film)],0,0,0,,1
"Nadia ConnersLeila Conners Petersen",[https://en.wikipedia.org/wiki/The_11th_Hour_(2007_film)],0,0,0,,1
Stephen Elliott,[https://en.wikipedia.org/wiki/About_Cherry],0,0,0,,1
Kevin Macdonald,"[https://en.wikipedia.org/wiki/State_of_Play_(film), https://en.wikipedia.org/wiki/The_Eagle_(2011_film), https://en.wikipedia.org/wiki/Life_in_a_Day_(2011_film), https://en.wikipedia.org/wiki/Marley_(film)]",123312371,85000000,-23343814.5,-0.274633112,4
David Lickley,[https://en.wikipedia.org/wiki/Born_to_Be_Wild_3D],0,0,0,,1
James C. Strouse,[https://en.wikipedia.org/wiki/Grace_Is_Gone_(film)],0,0,0,,1
Josh Stolberg,[https://en.wikipedia.org/wiki/Kids_in_America_(2005_film)],537667,750000,-481166.5,-0.641555333,1
John Cornell,[https://en.wikipedia.org/wiki/%22Crocodile%22_Dundee_II],239600000,14000000,105800000,7.557142857,1
Nick Gomez,[https://en.wikipedia.org/wiki/Drowning_Mona],15900000,37000000,-29050000,-0.785135135,1
David Mackenzie,[https://en.wikipedia.org/wiki/Spread_(film)],12032983,4789700,1226791.5,0.256131177,1
George Armitage,[https://en.wikipedia.org/wiki/The_Big_Bounce_(2004_film)],6800000,50000000,-46600000,-0.932,1
Britt Allcroft,[https://en.wikipedia.org/wiki/Thomas_%26_the_Magic_Railroad],0,0,0,,1
"Nathan GrenoByron Howard",[https://en.wikipedia.org/wiki/Tangled_(2010_film)],591800000,260000000,35900000,0.138076923,1
David Zucker,"[https://en.wikipedia.org/wiki/My_Boss%27s_Daughter, https://en.wikipedia.org/wiki/Scary_Movie_3, https://en.wikipedia.org/wiki/Scary_Movie_4, https://en.wikipedia.org/wiki/Scary_Movie_3, https://en.wikipedia.org/wiki/An_American_Carol, https://en.wikipedia.org/wiki/Scary_Movie_4]",823204196,210000000,201602098,0.96000999,6
Adam Sherman,[https://en.wikipedia.org/wiki/Crazy_Eyes_(film)],6106,10000000,-9996947,-0.9996947,1
Franck Khalfoun,[https://en.wikipedia.org/wiki/P2_(film)],7700000,3500000,350000,0.1,1
"George Tillman, Jr.","[https://en.wikipedia.org/wiki/Men_of_Honor, https://en.wikipedia.org/wiki/The_Inevitable_Defeat_of_Mister_%26_Pete, https://en.wikipedia.org/wiki/The_Longest_Ride_(film)]",147782918,69000000,4891459,0.07089071,3
Philip Seymour Hoffman,[https://en.wikipedia.org/wiki/Jack_Goes_Boating_(film)],0,0,0,,1
Jake Scott,[https://en.wikipedia.org/wiki/Welcome_to_the_Rileys],317382,10000000,-9841309,-0.9841309,1
Mike Bigelow,[https://en.wikipedia.org/wiki/Deuce_Bigalow:_European_Gigolo],45100000,22000000,550000,0.025,1
Bryan Gunnar Cole,[https://en.wikipedia.org/wiki/Day_Zero],0,0,0,,1
Dito Montiel,"[https://en.wikipedia.org/wiki/A_Guide_to_Recognizing_Your_Saints, https://en.wikipedia.org/wiki/Fighting_(2009_film), https://en.wikipedia.org/wiki/The_Son_of_No_One, https://en.wikipedia.org/wiki/Empire_State_(2013_film)]",37274120,51000000,-32362940,-0.634567451,4
Brandon Camp,[https://en.wikipedia.org/wiki/Love_Happens],36100000,18000000,50000,0.002777778,1
Jonathan Frakes,[https://en.wikipedia.org/wiki/Clockstoppers],38793283,26000000,-6603358.5,-0.253975327,1
Rob Thomas,[https://en.wikipedia.org/wiki/Veronica_Mars_(film)],3500000,6000000,-4250000,-0.708333333,1
"Stephen Saint LegerJames Mather",[https://en.wikipedia.org/wiki/Lockout_(film)],32200000,20000000,-3900000,-0.195,1
Mike White,[https://en.wikipedia.org/wiki/Year_of_the_Dog_(film)],0,0,0,,1
Andre DeToth,[https://en.wikipedia.org/wiki/House_of_Wax_(1953_film)],23750000,1000000,10875000,10.875,1
Mary Lambert,[https://en.wikipedia.org/wiki/The_In_Crowd_(2000_film)],5280035,24000000,-21359982.5,-0.889999271,1
Tim Hill,"[https://en.wikipedia.org/wiki/Max_Keeble%27s_Big_Move, https://en.wikipedia.org/wiki/Garfield:_A_Tail_of_Two_Kitties, https://en.wikipedia.org/wiki/Alvin_and_the_Chipmunks_(film), https://en.wikipedia.org/wiki/Alvin_and_the_Chipmunks_(film), https://en.wikipedia.org/wiki/Hop_(film), https://en.wikipedia.org/wiki/Muppets_from_Space]",1089200000,292000000,252600000,0.865068493,6
Wes Craven,"[https://en.wikipedia.org/wiki/Scream_3, https://en.wikipedia.org/wiki/Scream_2, https://en.wikipedia.org/wiki/Wes_Craven%27s_New_Nightmare, https://en.wikipedia.org/wiki/Cursed_(2005_film), https://en.wikipedia.org/wiki/Red_Eye_(American_film), https://en.wikipedia.org/wiki/The_Hills_Have_Eyes_(1977_film), https://en.wikipedia.org/wiki/The_Last_House_on_the_Left_(1972_film), https://en.wikipedia.org/wiki/My_Soul_to_Take, https://en.wikipedia.org/wiki/A_Nightmare_on_Elm_Street_(1984_film), https://en.wikipedia.org/wiki/Scream_4, https://en.wikipedia.org/wiki/Scream_3]",788121722,242887000,151173861,0.622404085,11
Michael Sucsy,[https://en.wikipedia.org/wiki/The_Vow_(2012_film)],196100000,30000000,68050000,2.268333333,1
Colin Trevorrow,"[https://en.wikipedia.org/wiki/Safety_Not_Guaranteed, https://en.wikipedia.org/wiki/Jurassic_World]",1674400000,150750000,686450000,4.553565506,2
Drew Goddard,[https://en.wikipedia.org/wiki/The_Cabin_in_the_Woods],66500000,30000000,3250000,0.108333333,1
Peter Hastings,[https://en.wikipedia.org/wiki/The_Country_Bears],18012097,35000000,-25993951.5,-0.742684329,1
George Ratliff,[https://en.wikipedia.org/wiki/Joshua_(2007_film)],0,0,0,,1
John Stainton,[https://en.wikipedia.org/wiki/The_Crocodile_Hunter:_Collision_Course],33400000,12000000,4700000,0.391666667,1
John Singleton,"[https://en.wikipedia.org/wiki/Shaft_(2000_film), https://en.wikipedia.org/wiki/Baby_Boy_(film), https://en.wikipedia.org/wiki/2_Fast_2_Furious, https://en.wikipedia.org/wiki/Four_Brothers_(film), https://en.wikipedia.org/wiki/2_Fast_2_Furious, https://en.wikipedia.org/wiki/Abduction_(2011_film)]",783776030,294000000,97888015,0.332952432,6
M. Blash,[https://en.wikipedia.org/wiki/The_Wait_(2013_film)],0,0,0,,1
Sara Sugarman,[https://en.wikipedia.org/wiki/Confessions_of_a_Teenage_Drama_Queen],33000000,15000000,1500000,0.1,1
"Jimmy HaywardSteve Martino",[https://en.wikipedia.org/wiki/Horton_Hears_a_Who!_(film)],297100000,85000000,63550000,0.747647059,1
John Milius,[https://en.wikipedia.org/wiki/Red_Dawn],38376497,17000000,2188248.5,0.1287205,1
Zoe Clarke-Williams,[https://en.wikipedia.org/wiki/New_Best_Friend],0,0,0,,1
Noam Murro,"[https://en.wikipedia.org/wiki/Smart_People, https://en.wikipedia.org/wiki/300:_Rise_of_an_Empire]",337600000,110000000,58800000,0.534545455,2
Joe Camp,[https://en.wikipedia.org/wiki/Benji:_Off_the_Leash!],0,0,0,,1
Gareth Edwards,"[https://en.wikipedia.org/wiki/Godzilla_(2014_film), https://en.wikipedia.org/wiki/Rogue_One]",1584100000,360000000,432050000,1.200138889,2
Nelson McCormick,"[https://en.wikipedia.org/wiki/Prom_Night_(2008_film), https://en.wikipedia.org/wiki/The_Stepfather_(2009_film)]",88300000,40000000,4150000,0.10375,2
"John Stalberg, Jr.",[https://en.wikipedia.org/wiki/High_School_(2012_film)],139034,10000000,-9930483,-0.9930483,1
Alejandro Chomski,[https://en.wikipedia.org/wiki/Feel_the_Noise],0,0,0,,1
Adam Carolla,[https://en.wikipedia.org/wiki/Road_Hard],0,0,0,,1
Dwight Little,[https://en.wikipedia.org/wiki/Anacondas:_The_Hunt_for_the_Blood_Orchid],71000000,20000000,15500000,0.775,1
David Boyd,[https://en.wikipedia.org/wiki/Home_Run_(film)],2861020,1200000,230510,0.192091667,1
Phil Joanou,[https://en.wikipedia.org/wiki/Gridiron_Gang],41480851,30000000,-9259574.5,-0.308652483,1
"Jaume BalaguerÃ_Paco Plaza",[https://en.wikipedia.org/wiki/REC_(film)],32500000,2000000,14250000,7.125,1
Greg Coolidge,[https://en.wikipedia.org/wiki/Employee_of_the_Month_(2006_film)],38400000,12000000,7200000,0.6,1
Scott Speer,"[https://en.wikipedia.org/wiki/Step_Up_Revolution, https://en.wikipedia.org/wiki/Step_Up_Revolution]",281000000,66000000,74500000,1.128787879,2
Keith Gordon,"[https://en.wikipedia.org/wiki/Waking_the_Dead_(film), https://en.wikipedia.org/wiki/The_Singing_Detective_(film)]",664592,16500000,-16167704,-0.979860848,2
Kathryn Bigelow,"[https://en.wikipedia.org/wiki/K-19:_The_Widowmaker, https://en.wikipedia.org/wiki/The_Hurt_Locker, https://en.wikipedia.org/wiki/Zero_Dark_Thirty, https://en.wikipedia.org/wiki/Point_Break]",331200000,179000000,-13400000,-0.074860335,4
Matt Williams,[https://en.wikipedia.org/wiki/Where_the_Heart_Is_(2000_film)],40863718,15000000,5431859,0.362123933,1
James DeMonaco,"[https://en.wikipedia.org/wiki/The_Purge, https://en.wikipedia.org/wiki/The_Purge:_Anarchy, https://en.wikipedia.org/wiki/The_Purge, https://en.wikipedia.org/wiki/The_Purge, https://en.wikipedia.org/wiki/The_Purge:_Election_Year]",498400000,28000000,221200000,7.9,5
Dan Fogelman,[https://en.wikipedia.org/wiki/Danny_Collins_(film)],8200000,10000000,-5900000,-0.59,1
Craig Zobel,[https://en.wikipedia.org/wiki/Compliance_(film)],0,0,0,,1
"Eric DarnellTom McGrath","[https://en.wikipedia.org/wiki/Madagascar:_Escape_2_Africa, https://en.wikipedia.org/wiki/Madagascar:_Escape_2_Africa]",1207800000,300000000,303900000,1.013,2
Marc Klein,[https://en.wikipedia.org/wiki/Suburban_Girl],0,0,0,,1
Irwin Winkler,"[https://en.wikipedia.org/wiki/Life_as_a_House, https://en.wikipedia.org/wiki/De-Lovely, https://en.wikipedia.org/wiki/Home_of_the_Brave_(2006_film)]",42799793,54000000,-32600103.5,-0.60370562,3
Xan Cassavetes,[https://en.wikipedia.org/wiki/Kiss_of_the_Damned],0,0,0,,1
Tuck Tucker,[https://en.wikipedia.org/wiki/Hey_Arnold!:_The_Movie],15200000,3000000,4600000,1.533333333,1
Renny Harlin,"[https://en.wikipedia.org/wiki/Driven_(2001_film), https://en.wikipedia.org/wiki/Exorcist:_The_Beginning, https://en.wikipedia.org/wiki/Mindhunters, https://en.wikipedia.org/wiki/Exorcist:_The_Beginning, https://en.wikipedia.org/wiki/The_Covenant_(film), https://en.wikipedia.org/wiki/12_Rounds_(film), https://en.wikipedia.org/wiki/The_Legend_of_Hercules]",360372000,333000000,-152814000,-0.458900901,7
Pang Brothers,"[https://en.wikipedia.org/wiki/The_Messengers_(film), https://en.wikipedia.org/wiki/Bangkok_Dangerous_(2008_film)]",97510659,61000000,-12244670.5,-0.200732303,2
Bob Gosse,[https://en.wikipedia.org/wiki/I_Hope_They_Serve_Beer_in_Hell_(film)],1430000,7000000,-6285000,-0.897857143,1
Emile Ardolino,[https://en.wikipedia.org/wiki/Dirty_Dancing],214000000,6000000,101000000,16.83333333,1
"Vicky JensonBibo BergeronRob Letterman",[https://en.wikipedia.org/wiki/Shark_Tale],367300000,75000000,108650000,1.448666667,1
"Conrad VernonRob Letterman",[https://en.wikipedia.org/wiki/Monsters_vs._Aliens],381500000,175000000,15750000,0.09,1
John McTiernan,"[https://en.wikipedia.org/wiki/Rollerball_(2002_film), https://en.wikipedia.org/wiki/Basic_(film), https://en.wikipedia.org/wiki/Die_Hard_with_a_Vengeance]",434800000,210000000,7400000,0.035238095,3
Betty Thomas,"[https://en.wikipedia.org/wiki/28_Days_(film), https://en.wikipedia.org/wiki/Dr._Dolittle_(film), https://en.wikipedia.org/wiki/I_Spy_(film), https://en.wikipedia.org/wiki/John_Tucker_Must_Die, https://en.wikipedia.org/wiki/Alvin_and_the_Chipmunks:_The_Squeakquel, https://en.wikipedia.org/wiki/Alvin_and_the_Chipmunks:_The_Squeakquel]",1362404536,341500000,339702268,0.994735777,6
