0,director_name,movies,revenues,costs,gross_profit,return,count
Tyler Perry,Tyler Perry,"[https://en.wikipedia.org/wiki/Madea%27s_Family_Reunion, https://en.wikipedia.org/wiki/Daddy%27s_Little_Girls, https://en.wikipedia.org/wiki/Why_Did_I_Get_Married%3F, https://en.wikipedia.org/wiki/The_Family_That_Preys, https://en.wikipedia.org/wiki/Meet_the_Browns_(film), https://en.wikipedia.org/wiki/I_Can_Do_Bad_All_By_Myself_(film), https://en.wikipedia.org/wiki/Madea_Goes_to_Jail_(film), https://en.wikipedia.org/wiki/Madea_Goes_to_Jail, https://en.wikipedia.org/wiki/For_Colored_Girls, https://en.wikipedia.org/wiki/Why_Did_I_Get_Married_Too%3F, https://en.wikipedia.org/wiki/Why_Did_I_Get_Married%3F, https://en.wikipedia.org/wiki/Madea%27s_Big_Happy_Family_(film), https://en.wikipedia.org/wiki/Good_Deeds, https://en.wikipedia.org/wiki/Madea%27s_Witness_Protection, https://en.wikipedia.org/wiki/A_Madea_Christmas_(film), https://en.wikipedia.org/wiki/Temptation:_Confessions_of_a_Marriage_Counselor, https://en.wikipedia.org/wiki/The_Single_Moms_Club, https://en.wikipedia.org/wiki/Boo!_A_Madea_Halloween]",737283120.0,233000000.0,135641560.0,0.582152618026,18
"Heidi Ewing
Rachel Grady","Heidi Ewing
Rachel Grady",[https://en.wikipedia.org/wiki/Jesus_Camp],0.0,0.0,0.0,,1
Martin McDonagh,Martin McDonagh,[https://en.wikipedia.org/wiki/In_Bruges],34500000.0,15000000.0,2250000.0,0.15,1
"Henry Alex Rubin
Dana Adam Shapiro","Henry Alex Rubin
Dana Adam Shapiro",[https://en.wikipedia.org/wiki/Murderball_(film)],0.0,0.0,0.0,,1
"Nadia Conners
Leila Conners Petersen","Nadia Conners
Leila Conners Petersen",[https://en.wikipedia.org/wiki/The_11th_Hour_(2007_film)],0.0,0.0,0.0,,1
Stephen Elliott,Stephen Elliott,[https://en.wikipedia.org/wiki/About_Cherry],0.0,0.0,0.0,,1
Kevin Macdonald,Kevin Macdonald,"[https://en.wikipedia.org/wiki/State_of_Play_(film), https://en.wikipedia.org/wiki/The_Eagle_(2011_film), https://en.wikipedia.org/wiki/Life_in_a_Day_(2011_film), https://en.wikipedia.org/wiki/Marley_(film)]",123312371.0,85000000.0,-23343814.5,-0.274633111765,4
David Lickley,David Lickley,[https://en.wikipedia.org/wiki/Born_to_Be_Wild_3D],0.0,0.0,0.0,,1
James C. Strouse,James C. Strouse,[https://en.wikipedia.org/wiki/Grace_Is_Gone_(film)],0.0,0.0,0.0,,1
Josh Stolberg,Josh Stolberg,[https://en.wikipedia.org/wiki/Kids_in_America_(2005_film)],537667.0,750000.0,-481166.5,-0.641555333333,1
John Cornell,John Cornell,[https://en.wikipedia.org/wiki/%22Crocodile%22_Dundee_II],239600000.0,14000000.0,105800000.0,7.55714285714,1
Nick Gomez,Nick Gomez,[https://en.wikipedia.org/wiki/Drowning_Mona],15900000.0,37000000.0,-29050000.0,-0.785135135135,1
David Mackenzie,David Mackenzie,[https://en.wikipedia.org/wiki/Spread_(film)],12032983.0,4789700.0,1226791.5,0.256131177318,1
George Armitage,George Armitage,[https://en.wikipedia.org/wiki/The_Big_Bounce_(2004_film)],6800000.0,50000000.0,-46600000.0,-0.932,1
Britt Allcroft,Britt Allcroft,[https://en.wikipedia.org/wiki/Thomas_%26_the_Magic_Railroad],0.0,0.0,0.0,,1
"


Nathan Greno
Byron Howard


","


Nathan Greno
Byron Howard


",[https://en.wikipedia.org/wiki/Tangled_(2010_film)],591800000.0,260000000.0,35900000.0,0.138076923077,1
David Zucker,David Zucker,"[https://en.wikipedia.org/wiki/My_Boss%27s_Daughter, https://en.wikipedia.org/wiki/Scary_Movie_3, https://en.wikipedia.org/wiki/Scary_Movie_4, https://en.wikipedia.org/wiki/Scary_Movie_3, https://en.wikipedia.org/wiki/An_American_Carol, https://en.wikipedia.org/wiki/Scary_Movie_4]",823204196.0,210000000.0,201602098.0,0.960009990476,6
Adam Sherman,Adam Sherman,[https://en.wikipedia.org/wiki/Crazy_Eyes_(film)],6106.0,10000000.0,-9996947.0,-0.9996947,1
Franck Khalfoun,Franck Khalfoun,[https://en.wikipedia.org/wiki/P2_(film)],7700000.0,3500000.0,350000.0,0.1,1
"George Tillman, Jr.","George Tillman, Jr.","[https://en.wikipedia.org/wiki/Men_of_Honor, https://en.wikipedia.org/wiki/The_Inevitable_Defeat_of_Mister_%26_Pete, https://en.wikipedia.org/wiki/The_Longest_Ride_(film)]",147782918.0,69000000.0,4891459.0,0.0708907101449,3
Philip Seymour Hoffman,Philip Seymour Hoffman,[https://en.wikipedia.org/wiki/Jack_Goes_Boating_(film)],0.0,0.0,0.0,,1
Jake Scott,Jake Scott,[https://en.wikipedia.org/wiki/Welcome_to_the_Rileys],317382.0,10000000.0,-9841309.0,-0.9841309,1
Mike Bigelow,Mike Bigelow,[https://en.wikipedia.org/wiki/Deuce_Bigalow:_European_Gigolo],45100000.0,22000000.0,550000.0,0.025,1
Bryan Gunnar Cole,Bryan Gunnar Cole,[https://en.wikipedia.org/wiki/Day_Zero],0.0,0.0,0.0,,1
Dito Montiel,Dito Montiel,"[https://en.wikipedia.org/wiki/A_Guide_to_Recognizing_Your_Saints, https://en.wikipedia.org/wiki/Fighting_(2009_film), https://en.wikipedia.org/wiki/The_Son_of_No_One, https://en.wikipedia.org/wiki/Empire_State_(2013_film)]",37274120.0,51000000.0,-32362940.0,-0.63456745098,4
Brandon Camp,Brandon Camp,[https://en.wikipedia.org/wiki/Love_Happens],36100000.0,18000000.0,50000.0,0.00277777777778,1
Jonathan Frakes,Jonathan Frakes,[https://en.wikipedia.org/wiki/Clockstoppers],38793283.0,26000000.0,-6603358.5,-0.253975326923,1
Rob Thomas,Rob Thomas,[https://en.wikipedia.org/wiki/Veronica_Mars_(film)],3500000.0,6000000.0,-4250000.0,-0.708333333333,1
"


Stephen Saint Leger
James Mather


","


Stephen Saint Leger
James Mather


",[https://en.wikipedia.org/wiki/Lockout_(film)],32200000.0,20000000.0,-3900000.0,-0.195,1
Mike White,Mike White,[https://en.wikipedia.org/wiki/Year_of_the_Dog_(film)],0.0,0.0,0.0,,1
Andre DeToth,Andre DeToth,[https://en.wikipedia.org/wiki/House_of_Wax_(1953_film)],23750000.0,1000000.0,10875000.0,10.875,1
Mary Lambert,Mary Lambert,[https://en.wikipedia.org/wiki/The_In_Crowd_(2000_film)],5280035.0,24000000.0,-21359982.5,-0.889999270833,1
Tim Hill,Tim Hill,"[https://en.wikipedia.org/wiki/Max_Keeble%27s_Big_Move, https://en.wikipedia.org/wiki/Garfield:_A_Tail_of_Two_Kitties, https://en.wikipedia.org/wiki/Alvin_and_the_Chipmunks_(film), https://en.wikipedia.org/wiki/Alvin_and_the_Chipmunks_(film), https://en.wikipedia.org/wiki/Hop_(film), https://en.wikipedia.org/wiki/Muppets_from_Space]",1089200000.0,292000000.0,252600000.0,0.865068493151,6
Wes Craven,Wes Craven,"[https://en.wikipedia.org/wiki/Scream_3, https://en.wikipedia.org/wiki/Scream_2, https://en.wikipedia.org/wiki/Wes_Craven%27s_New_Nightmare, https://en.wikipedia.org/wiki/Cursed_(2005_film), https://en.wikipedia.org/wiki/Red_Eye_(American_film), https://en.wikipedia.org/wiki/The_Hills_Have_Eyes_(1977_film), https://en.wikipedia.org/wiki/The_Last_House_on_the_Left_(1972_film), https://en.wikipedia.org/wiki/My_Soul_to_Take, https://en.wikipedia.org/wiki/A_Nightmare_on_Elm_Street_(1984_film), https://en.wikipedia.org/wiki/Scream_4, https://en.wikipedia.org/wiki/Scream_3]",788121722.0,242887000.0,151173861.0,0.622404085027,11
Michael Sucsy,Michael Sucsy,[https://en.wikipedia.org/wiki/The_Vow_(2012_film)],196100000.0,30000000.0,68050000.0,2.26833333333,1
Colin Trevorrow,Colin Trevorrow,"[https://en.wikipedia.org/wiki/Safety_Not_Guaranteed, https://en.wikipedia.org/wiki/Jurassic_World]",1674400000.0,150750000.0,686450000.0,4.5535655058,2
Drew Goddard,Drew Goddard,[https://en.wikipedia.org/wiki/The_Cabin_in_the_Woods],66500000.0,30000000.0,3250000.0,0.108333333333,1
Peter Hastings,Peter Hastings,[https://en.wikipedia.org/wiki/The_Country_Bears],18012097.0,35000000.0,-25993951.5,-0.742684328571,1
George Ratliff,George Ratliff,[https://en.wikipedia.org/wiki/Joshua_(2007_film)],0.0,0.0,0.0,,1
John Stainton,John Stainton,[https://en.wikipedia.org/wiki/The_Crocodile_Hunter:_Collision_Course],33400000.0,12000000.0,4700000.0,0.391666666667,1
John Singleton,John Singleton,"[https://en.wikipedia.org/wiki/Shaft_(2000_film), https://en.wikipedia.org/wiki/Baby_Boy_(film), https://en.wikipedia.org/wiki/2_Fast_2_Furious, https://en.wikipedia.org/wiki/Four_Brothers_(film), https://en.wikipedia.org/wiki/2_Fast_2_Furious, https://en.wikipedia.org/wiki/Abduction_(2011_film)]",783776030.0,294000000.0,97888015.0,0.332952431973,6
M. Blash,M. Blash,[https://en.wikipedia.org/wiki/The_Wait_(2013_film)],0.0,0.0,0.0,,1
Sara Sugarman,Sara Sugarman,[https://en.wikipedia.org/wiki/Confessions_of_a_Teenage_Drama_Queen],33000000.0,15000000.0,1500000.0,0.1,1
"Jimmy Hayward
Steve Martino","Jimmy Hayward
Steve Martino",[https://en.wikipedia.org/wiki/Horton_Hears_a_Who!_(film)],297100000.0,85000000.0,63550000.0,0.747647058824,1
John Milius,John Milius,[https://en.wikipedia.org/wiki/Red_Dawn],38376497.0,17000000.0,2188248.5,0.1287205,1
Zoe Clarke-Williams,Zoe Clarke-Williams,[https://en.wikipedia.org/wiki/New_Best_Friend],0.0,0.0,0.0,,1
Noam Murro,Noam Murro,"[https://en.wikipedia.org/wiki/Smart_People, https://en.wikipedia.org/wiki/300:_Rise_of_an_Empire]",337600000.0,110000000.0,58800000.0,0.534545454545,2
Joe Camp,Joe Camp,[https://en.wikipedia.org/wiki/Benji:_Off_the_Leash!],0.0,0.0,0.0,,1
Gareth Edwards,Gareth Edwards,"[https://en.wikipedia.org/wiki/Godzilla_(2014_film), https://en.wikipedia.org/wiki/Rogue_One]",1584100000.0,360000000.0,432050000.0,1.20013888889,2
Nelson McCormick,Nelson McCormick,"[https://en.wikipedia.org/wiki/Prom_Night_(2008_film), https://en.wikipedia.org/wiki/The_Stepfather_(2009_film)]",88300000.0,40000000.0,4150000.0,0.10375,2
"John Stalberg, Jr.","John Stalberg, Jr.",[https://en.wikipedia.org/wiki/High_School_(2012_film)],139034.0,10000000.0,-9930483.0,-0.9930483,1
Alejandro Chomski,Alejandro Chomski,[https://en.wikipedia.org/wiki/Feel_the_Noise],0.0,0.0,0.0,,1
Adam Carolla,Adam Carolla,[https://en.wikipedia.org/wiki/Road_Hard],0.0,0.0,0.0,,1
Dwight Little,Dwight Little,[https://en.wikipedia.org/wiki/Anacondas:_The_Hunt_for_the_Blood_Orchid],71000000.0,20000000.0,15500000.0,0.775,1
David Boyd,David Boyd,[https://en.wikipedia.org/wiki/Home_Run_(film)],2861020.0,1200000.0,230510.0,0.192091666667,1
Phil Joanou,Phil Joanou,[https://en.wikipedia.org/wiki/Gridiron_Gang],41480851.0,30000000.0,-9259574.5,-0.308652483333,1
"


Jaume Balagueró
Paco Plaza


","


Jaume Balagueró
Paco Plaza


",[https://en.wikipedia.org/wiki/REC_(film)],32500000.0,2000000.0,14250000.0,7.125,1
Greg Coolidge,Greg Coolidge,[https://en.wikipedia.org/wiki/Employee_of_the_Month_(2006_film)],38400000.0,12000000.0,7200000.0,0.6,1
Scott Speer,Scott Speer,"[https://en.wikipedia.org/wiki/Step_Up_Revolution, https://en.wikipedia.org/wiki/Step_Up_Revolution]",281000000.0,66000000.0,74500000.0,1.12878787879,2
Keith Gordon,Keith Gordon,"[https://en.wikipedia.org/wiki/Waking_the_Dead_(film), https://en.wikipedia.org/wiki/The_Singing_Detective_(film)]",664592.0,16500000.0,-16167704.0,-0.979860848485,2
Kathryn Bigelow,Kathryn Bigelow,"[https://en.wikipedia.org/wiki/K-19:_The_Widowmaker, https://en.wikipedia.org/wiki/The_Hurt_Locker, https://en.wikipedia.org/wiki/Zero_Dark_Thirty, https://en.wikipedia.org/wiki/Point_Break]",331200000.0,179000000.0,-13400000.0,-0.0748603351955,4
Matt Williams,Matt Williams,[https://en.wikipedia.org/wiki/Where_the_Heart_Is_(2000_film)],40863718.0,15000000.0,5431859.0,0.362123933333,1
James DeMonaco,James DeMonaco,"[https://en.wikipedia.org/wiki/The_Purge, https://en.wikipedia.org/wiki/The_Purge:_Anarchy, https://en.wikipedia.org/wiki/The_Purge, https://en.wikipedia.org/wiki/The_Purge, https://en.wikipedia.org/wiki/The_Purge:_Election_Year]",498400000.0,28000000.0,221200000.0,7.9,5
Dan Fogelman,Dan Fogelman,[https://en.wikipedia.org/wiki/Danny_Collins_(film)],8200000.0,10000000.0,-5900000.0,-0.59,1
Craig Zobel,Craig Zobel,[https://en.wikipedia.org/wiki/Compliance_(film)],0.0,0.0,0.0,,1
"Eric Darnell
Tom McGrath","Eric Darnell
Tom McGrath","[https://en.wikipedia.org/wiki/Madagascar:_Escape_2_Africa, https://en.wikipedia.org/wiki/Madagascar:_Escape_2_Africa]",1207800000.0,300000000.0,303900000.0,1.013,2
Marc Klein,Marc Klein,[https://en.wikipedia.org/wiki/Suburban_Girl],0.0,0.0,0.0,,1
Irwin Winkler,Irwin Winkler,"[https://en.wikipedia.org/wiki/Life_as_a_House, https://en.wikipedia.org/wiki/De-Lovely, https://en.wikipedia.org/wiki/Home_of_the_Brave_(2006_film)]",42799793.0,54000000.0,-32600103.5,-0.60370562037,3
Xan Cassavetes,Xan Cassavetes,[https://en.wikipedia.org/wiki/Kiss_of_the_Damned],0.0,0.0,0.0,,1
Tuck Tucker,Tuck Tucker,[https://en.wikipedia.org/wiki/Hey_Arnold!:_The_Movie],15200000.0,3000000.0,4600000.0,1.53333333333,1
Renny Harlin,Renny Harlin,"[https://en.wikipedia.org/wiki/Driven_(2001_film), https://en.wikipedia.org/wiki/Exorcist:_The_Beginning, https://en.wikipedia.org/wiki/Mindhunters, https://en.wikipedia.org/wiki/Exorcist:_The_Beginning, https://en.wikipedia.org/wiki/The_Covenant_(film), https://en.wikipedia.org/wiki/12_Rounds_(film), https://en.wikipedia.org/wiki/The_Legend_of_Hercules]",360372000.0,333000000.0,-152814000.0,-0.458900900901,7
Pang Brothers,Pang Brothers,"[https://en.wikipedia.org/wiki/The_Messengers_(film), https://en.wikipedia.org/wiki/Bangkok_Dangerous_(2008_film)]",97510659.0,61000000.0,-12244670.5,-0.200732303279,2
Bob Gosse,Bob Gosse,[https://en.wikipedia.org/wiki/I_Hope_They_Serve_Beer_in_Hell_(film)],1430000.0,7000000.0,-6285000.0,-0.897857142857,1
Emile Ardolino,Emile Ardolino,[https://en.wikipedia.org/wiki/Dirty_Dancing],214000000.0,6000000.0,101000000.0,16.8333333333,1
"Vicky Jenson
Bibo Bergeron
Rob Letterman","Vicky Jenson
Bibo Bergeron
Rob Letterman",[https://en.wikipedia.org/wiki/Shark_Tale],367300000.0,75000000.0,108650000.0,1.44866666667,1
"Conrad Vernon
Rob Letterman","Conrad Vernon
Rob Letterman",[https://en.wikipedia.org/wiki/Monsters_vs._Aliens],381500000.0,175000000.0,15750000.0,0.09,1
John McTiernan,John McTiernan,"[https://en.wikipedia.org/wiki/Rollerball_(2002_film), https://en.wikipedia.org/wiki/Basic_(film), https://en.wikipedia.org/wiki/Die_Hard_with_a_Vengeance]",434800000.0,210000000.0,7400000.0,0.0352380952381,3
Betty Thomas,Betty Thomas,"[https://en.wikipedia.org/wiki/28_Days_(film), https://en.wikipedia.org/wiki/Dr._Dolittle_(film), https://en.wikipedia.org/wiki/I_Spy_(film), https://en.wikipedia.org/wiki/John_Tucker_Must_Die, https://en.wikipedia.org/wiki/Alvin_and_the_Chipmunks:_The_Squeakquel, https://en.wikipedia.org/wiki/Alvin_and_the_Chipmunks:_The_Squeakquel]",1362404536.0,341500000.0,339702268.0,0.994735777452,6
"Peter Farrelly
Bobby Farrelly","Peter Farrelly
Bobby Farrelly","[https://en.wikipedia.org/wiki/Me,_Myself_%26_Irene, https://en.wikipedia.org/wiki/Stuck_on_You_(film), https://en.wikipedia.org/wiki/The_Heartbreak_Kid_(2007_film)]",342855502.0,166000000.0,5427751.0,0.0326972951807,3
David McNally,David McNally,"[https://en.wikipedia.org/wiki/Coyote_Ugly_(film), https://en.wikipedia.org/wiki/Kangaroo_Jack]",202800000.0,105000000.0,-3600000.0,-0.0342857142857,2
"


Cathy Malkasian
Jeff McGrath
Charlie Adler (voice)


","


Cathy Malkasian
Jeff McGrath
Charlie Adler (voice)


",[https://en.wikipedia.org/wiki/The_Wild_Thornberrys_Movie],60700000.0,25000000.0,5350000.0,0.214,1
"


Simon Barrett (Tape 49)
Adam Wingard (Phase I Clinical Trials)
Eduardo Sánchez and Gregg Hale (A Ride in the Park)
Timo Tjahjanto and Gareth Huw Evans (Safe Haven)
Jason Eisener (Slumber Party Alien Abduction)


","


Simon Barrett (Tape 49)
Adam Wingard (Phase I Clinical Trials)
Eduardo Sánchez and Gregg Hale (A Ride in the Park)
Timo Tjahjanto and Gareth Huw Evans (Safe Haven)
Jason Eisener (Slumber Party Alien Abduction)


",[https://en.wikipedia.org/wiki/V/H/S/2],0.0,0.0,0.0,,1
J. A. Bayona,J. A. Bayona,[https://en.wikipedia.org/wiki/A_Monster_Calls_(film)],43000000.0,43000000.0,-21500000.0,-0.5,1
Mark Herman,Mark Herman,[https://en.wikipedia.org/wiki/The_Boy_in_the_Striped_Pyjamas_(film)],44000000.0,12500000.0,9500000.0,0.76,1
Kasi Lemmons,Kasi Lemmons,"[https://en.wikipedia.org/wiki/The_Caveman%27s_Valentine, https://en.wikipedia.org/wiki/Talk_to_Me_(2007_film), https://en.wikipedia.org/wiki/Black_Nativity_(film)]",8141379.0,31000000.0,-26929310.5,-0.868687435484,3
Samuel Bayer,Samuel Bayer,[https://en.wikipedia.org/wiki/A_Nightmare_on_Elm_Street_(2010_film)],115600000.0,35000000.0,22800000.0,0.651428571429,1
Joe Dante,Joe Dante,"[https://en.wikipedia.org/wiki/The_Hole_(2009_film), https://en.wikipedia.org/wiki/Piranha_(1978_film)]",26362785.0,12770000.0,411392.5,0.0322155442443,2
Pat Holden,Pat Holden,[https://en.wikipedia.org/wiki/The_Long_Weekend],3467374.0,4000000.0,-2266313.0,-0.56657825,1
Jake Szymanski,Jake Szymanski,[https://en.wikipedia.org/wiki/Mike_and_Dave_Need_Wedding_Dates],77100000.0,33000000.0,5550000.0,0.168181818182,1
Gil Junger,Gil Junger,[https://en.wikipedia.org/wiki/Black_Knight_(film)],40000000.0,50000000.0,-30000000.0,-0.6,1
Kevin Munroe[1],Kevin Munroe[1],[https://en.wikipedia.org/wiki/TMNT_(film)],95600000.0,34000000.0,13800000.0,0.405882352941,1
John Hough,John Hough,[https://en.wikipedia.org/wiki/Escape_to_Witch_Mountain_(1975_film)],0.0,0.0,0.0,,1
Sunu Gonera,Sunu Gonera,[https://en.wikipedia.org/wiki/Pride_(2007_film)],0.0,0.0,0.0,,1
Alex Proyas,Alex Proyas,"[https://en.wikipedia.org/wiki/I,_Robot_(film), https://en.wikipedia.org/wiki/Knowing_(film), https://en.wikipedia.org/wiki/Gods_of_Egypt_(film)]",685800000.0,310000000.0,32900000.0,0.106129032258,3
Vlad Yudin,Vlad Yudin,[https://en.wikipedia.org/wiki/Generation_Iron],0.0,0.0,0.0,,1
"Cory Edwards
Todd Edwards (Co-director)
Tony Leech (Co-director)","Cory Edwards
Todd Edwards (Co-director)
Tony Leech (Co-director)","[https://en.wikipedia.org/wiki/Hoodwinked!, https://en.wikipedia.org/wiki/Hoodwinked!]",220000000.0,16000000.0,94000000.0,5.875,2
Carroll Ballard,Carroll Ballard,[https://en.wikipedia.org/wiki/Duma_(2005_film)],994790.0,12000000.0,-11502605.0,-0.958550416667,1
Eric Valette,Eric Valette,[https://en.wikipedia.org/wiki/One_Missed_Call_(2008_film)],45800000.0,20000000.0,2900000.0,0.145,1
Ivan Reitman,Ivan Reitman,"[https://en.wikipedia.org/wiki/Evolution_(2001_film), https://en.wikipedia.org/wiki/My_Super_Ex-Girlfriend, https://en.wikipedia.org/wiki/No_Strings_Attached_(film), https://en.wikipedia.org/wiki/Draft_Day]",338100000.0,160000000.0,9050000.0,0.0565625,4
Alfonso Cuarón,Alfonso Cuarón,"[https://en.wikipedia.org/wiki/Harry_Potter_and_the_Prisoner_of_Azkaban_(film), https://en.wikipedia.org/wiki/Harry_Potter_and_the_Prisoner_of_Azkaban_(film), https://en.wikipedia.org/wiki/Children_of_Men, https://en.wikipedia.org/wiki/Gravity_(film)]",2386600000.0,436000000.0,757300000.0,1.7369266055,4
Marc Lawrence,Marc Lawrence,"[https://en.wikipedia.org/wiki/Two_Weeks_Notice, https://en.wikipedia.org/wiki/Music_and_Lyrics, https://en.wikipedia.org/wiki/Did_You_Hear_About_the_Morgans%3F]",430200000.0,158000000.0,57100000.0,0.361392405063,3
Curtis Hanson,Curtis Hanson,"[https://en.wikipedia.org/wiki/Wonder_Boys_(film), https://en.wikipedia.org/wiki/8_Mile_(film), https://en.wikipedia.org/wiki/In_Her_Shoes_(2005_film), https://en.wikipedia.org/wiki/Lucky_You_(film)]",367756360.0,186000000.0,-2121820.0,-0.0114076344086,4
Mike Disa,Mike Disa,[https://en.wikipedia.org/wiki/Hoodwinked_Too!_Hood_vs._Evil],16960968.0,30000000.0,-21519516.0,-0.7173172,1
John Bonito,John Bonito,"[https://en.wikipedia.org/wiki/The_Marine, https://en.wikipedia.org/wiki/John_Bonito]",44200000.0,30000000.0,-7900000.0,-0.263333333333,2
Daniel Adams,Daniel Adams,[https://en.wikipedia.org/wiki/The_Lightkeepers],0.0,0.0,0.0,,1
Michael Keaton,Michael Keaton,[https://en.wikipedia.org/wiki/The_Merry_Gentleman],0.0,0.0,0.0,,1
Julian Schnabel,Julian Schnabel,"[https://en.wikipedia.org/wiki/Before_Night_Falls_(film), https://en.wikipedia.org/wiki/The_Diving_Bell_and_the_Butterfly_(film)]",0.0,0.0,0.0,,2
Maria Ripoll,Maria Ripoll,[https://en.wikipedia.org/wiki/Tortilla_Soup],0.0,0.0,0.0,,1
"Peyo
Jose Dutillieu[1]
Eddie Lateste","Peyo
Jose Dutillieu[1]
Eddie Lateste",[https://en.wikipedia.org/wiki/The_Smurfs_and_the_Magic_Flute],0.0,0.0,0.0,,1
Michael J. Bassett,Michael J. Bassett,[https://en.wikipedia.org/wiki/Silent_Hill:_Revelation_3D],52300000.0,20000000.0,6150000.0,0.3075,1
Michael Haneke,Michael Haneke,[https://en.wikipedia.org/wiki/Funny_Games_(2008_film)],0.0,0.0,0.0,,1
Peter Sohn,Peter Sohn,[https://en.wikipedia.org/wiki/The_Good_Dinosaur],332200000.0,175000000.0,-8900000.0,-0.0508571428571,1
Chris Koch,Chris Koch,"[https://en.wikipedia.org/wiki/Snow_Day_(film), https://en.wikipedia.org/wiki/A_Guy_Thing]",79932163.0,33000000.0,6966081.5,0.211093378788,2
Jip6 Man6 Saam1,Jip6 Man6 Saam1,[https://en.wikipedia.org/wiki/Ip_Man_3],0.0,0.0,0.0,,1
Daniel Gildark,Daniel Gildark,[https://en.wikipedia.org/wiki/Cthulhu_(2007_film)],0.0,0.0,0.0,,1
Doug Aarniokoski,Doug Aarniokoski,"[https://en.wikipedia.org/wiki/Highlander:_Endgame, https://en.wikipedia.org/wiki/Highlander:_Endgame]",31600000.0,50000000.0,-34200000.0,-0.684,2
Christopher Zalla,Christopher Zalla,[https://en.wikipedia.org/wiki/Padre_Nuestro],0.0,0.0,0.0,,1
Robert Iscove,Robert Iscove,"[https://en.wikipedia.org/wiki/Boys_and_Girls_(2000_film), https://en.wikipedia.org/wiki/From_Justin_to_Kelly]",30750615.0,47000000.0,-31624692.5,-0.672865797872,2
James Ivory,James Ivory,"[https://en.wikipedia.org/wiki/The_Golden_Bowl_(film), https://en.wikipedia.org/wiki/Le_Divorce, https://en.wikipedia.org/wiki/Le_Divorce]",5753678.0,15000000.0,-12123161.0,-0.808210733333,3
Jodie Foster,Jodie Foster,"[https://en.wikipedia.org/wiki/The_Beaver_(film), https://en.wikipedia.org/wiki/Money_Monster]",99700000.0,48000000.0,1850000.0,0.0385416666667,2
Mike Binder,Mike Binder,"[https://en.wikipedia.org/wiki/The_Upside_of_Anger, https://en.wikipedia.org/wiki/Reign_Over_Me, https://en.wikipedia.org/wiki/Black_or_White_(film)]",72137190.0,41000000.0,-4931405.0,-0.120278170732,3
Ry Russo-Young,Ry Russo-Young,[https://en.wikipedia.org/wiki/Nobody_Walks],0.0,0.0,0.0,,1
Nick Cassavetes,Nick Cassavetes,"[https://en.wikipedia.org/wiki/John_Q, https://en.wikipedia.org/wiki/The_Notebook_(2004_film), https://en.wikipedia.org/wiki/My_Sister%27s_Keeper_(film), https://en.wikipedia.org/wiki/The_Other_Woman_(2014_film)]",510244770.0,135000000.0,120122385.0,0.889795444444,4
Rob Schmidt,Rob Schmidt,[https://en.wikipedia.org/wiki/Wrong_Turn],28700000.0,12600000.0,1750000.0,0.138888888889,1
Rob Zombie,Rob Zombie,"[https://en.wikipedia.org/wiki/House_of_1000_Corpses, https://en.wikipedia.org/wiki/The_Devil%27s_Rejects, https://en.wikipedia.org/wiki/House_of_1000_Corpses, https://en.wikipedia.org/wiki/Halloween_(2007_film), https://en.wikipedia.org/wiki/Halloween_II_(2009_film), https://en.wikipedia.org/wiki/Halloween_(2007_film), https://en.wikipedia.org/wiki/The_Lords_of_Salem_(film)]",254244989.0,67500000.0,59622494.5,0.883296214815,7
"Àlex Pastor
David Pastor","Àlex Pastor
David Pastor",[https://en.wikipedia.org/wiki/Carriers_(film)],0.0,0.0,0.0,,1
Robert Ben Garant,Robert Ben Garant,[https://en.wikipedia.org/wiki/Reno_911!:_Miami],22000000.0,10000000.0,1000000.0,0.1,1
Raja Gosnell,Raja Gosnell,"[https://en.wikipedia.org/wiki/Big_Momma%27s_House, https://en.wikipedia.org/wiki/Scooby-Doo_(film), https://en.wikipedia.org/wiki/Scooby-Doo_2:_Monsters_Unleashed, https://en.wikipedia.org/wiki/Scooby-Doo_(film), https://en.wikipedia.org/wiki/Yours,_Mine_and_Ours_(2005_film), https://en.wikipedia.org/wiki/Big_Momma%27s_House, https://en.wikipedia.org/wiki/Beverly_Hills_Chihuahua, https://en.wikipedia.org/wiki/The_Smurfs_(film), https://en.wikipedia.org/wiki/The_Smurfs_2, https://en.wikipedia.org/wiki/The_Smurfs_(film)]",2777018876.0,643000000.0,745509438.0,1.15942369829,10
Arthur Penn,Arthur Penn,[https://en.wikipedia.org/wiki/Bonnie_and_Clyde_(film)],70000000.0,2500000.0,32500000.0,13.0,1
Cedric Nicolas-Troyan,Cedric Nicolas-Troyan,[https://en.wikipedia.org/wiki/The_Huntsman:_Winter%27s_War],165000000.0,115000000.0,-32500000.0,-0.282608695652,1
"


Robin Budd
Donovan Cook (Co-director)


","


Robin Budd
Donovan Cook (Co-director)


",[https://en.wikipedia.org/wiki/Return_to_Never_Land],109900000.0,20000000.0,34950000.0,1.7475,1
John Sayles,John Sayles,"[https://en.wikipedia.org/wiki/Sunshine_State_(film), https://en.wikipedia.org/wiki/Casa_de_los_Babys, https://en.wikipedia.org/wiki/Silver_City_(2004_film)]",475940.0,800000.0,-562030.0,-0.7025375,3
Matthew O'Callaghan,Matthew O'Callaghan,[https://en.wikipedia.org/wiki/Curious_George_(film)],69800000.0,50000000.0,-15100000.0,-0.302,1
